what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1494608270906
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1494608270922
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1494608270922
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1494608270922
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1494608270937
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1494608270937
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1494608270969
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1494608270969
started,bundle,org.eclipse.uml2.diagram.common,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common",1494608270969
started,bundle,org.eclipse.uml2.uml,3.0.1.v200908281330,"org.eclipse.uml2.uml",1494608270984
os,sysinfo,,,"win32",1494608271000
arch,sysinfo,,,"x86",1494608271000
ws,sysinfo,,,"win32",1494608271000
locale,sysinfo,,,"es_ES",1494608271000
processors,sysinfo,,,"4",1494608271000
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1494608271000
java.runtime.version,sysinfo,,,"1.8.0_121-b13",1494608271000
java.specification.name,sysinfo,,,"Java Platform API Specification",1494608271000
java.specification.vendor,sysinfo,,,"Oracle Corporation",1494608271000
java.specification.version,sysinfo,,,"1.8",1494608271000
java.vendor,sysinfo,,,"Oracle Corporation",1494608271000
java.version,sysinfo,,,"1.8.0_121",1494608271000
java.vm.info,sysinfo,,,"mixed mode",1494608271000
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1494608271000
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1494608271000
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1494608271000
java.vm.specification.version,sysinfo,,,"1.8",1494608271000
java.vm.vendor,sysinfo,,,"Oracle Corporation",1494608271000
java.vm.version,sysinfo,,,"25.121-b13",1494608271000
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1494608271203
started,bundle,org.eclipse.emf.validation,1.3.0.v200901271722,"org.eclipse.emf.validation",1494608271944
started,bundle,org.eclipse.emf.mapping.ecore2xml,2.5.0.v200906151043,"org.eclipse.emf.mapping.ecore2xml",1494608272303
started,bundle,org.eclipse.xtend.typesystem.uml2.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.uml2.ui",1494608272334
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1494608272397
started,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1494608272412
started,bundle,org.eclipse.xtend.shared.ui,0.7.2.v200908120436,"org.eclipse.xtend.shared.ui",1494608272428
started,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1494608272428
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608312425
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608313023
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608313742
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608316605
started,bundle,org.eclipse.gmf.xpand.migration,1.0.0.v20090608-0720,"org.eclipse.gmf.xpand.migration",1494608323340
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1494608323684
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1494608323715
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1494608324090
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608332770
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608342398
started,bundle,org.eclipse.emf.converter,2.5.0.v200906151043,"org.eclipse.emf.converter",1494608342507
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1494608346836
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608358006
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1494608361741
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1494608361882
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1494608362069
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608429234
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1494608430969
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1494608431094
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1494608431375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608433985
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608443946
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608443977
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608444009
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608469270
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1494608490503
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1494608498344
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1494608498547
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494608525189
started,bundle,org.eclipse.emf.mint,0.8.0.v200906161513,"org.eclipse.emf.mint",1494608526752
started,bundle,org.eclipse.emf.mint.ui,0.8.0.v200906161513,"org.eclipse.emf.mint.ui",1494608526752
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1494608532378
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608532628
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608533128
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1494608533362
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494608540089
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608545855
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608546027
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608550638
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608552575
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608556849
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1494608585454
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608589564
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608595596
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1494608631257
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1494608636070
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608642582
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1494608642645
